seq,part,UNID,kind,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,term,desc,card,n,code,level,ABIEcode,XPath,d1,d2,d3,d4,SemPath
251,ヘッダ部,UN01005687,ABIE,,,,,,,CI_ Trade_ Address. Details,,,,,,支払人住所クラス,支払人住所に関する情報からなるクラス。,－,,,,,,,,,,
252,ヘッダ部,UN01005689,BBIE,,,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,支払人郵便番号,支払人の郵便番号。,0..1,,JC38_6_JC23_11,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayerCITradeParty/ PostalCITradeAddress/ PostcodeCode,JC38_6_JC23,,,,/JC00/JC38_6_JC23/JC38_6_JC23_11
253,ヘッダ部,UN01005692,BBIE,,,,,,,,CI_ Trade_ Address. Line One. Text,,,,,支払人住所1,支払人の住所1行目。,0..1,,JC38_6_JC23_12,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayerCITradeParty/ PostalCITradeAddress/ LineOne,JC38_6_JC23,,,,/JC00/JC38_6_JC23/JC38_6_JC23_12
254,ヘッダ部,UN01005693,BBIE,,,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,支払人住所2,支払人の住所2行目。,0..1,,JC38_6_JC23_13,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayerCITradeParty/ PostalCITradeAddress/ LineTwo,JC38_6_JC23,,,,/JC00/JC38_6_JC23/JC38_6_JC23_13
255,ヘッダ部,UN01005694,BBIE,,,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,支払人住所3,支払人の住所3行目。,0..1,,JC38_6_JC23_14,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayerCITradeParty/ PostalCITradeAddress/ LineThree,JC38_6_JC23,,,,/JC00/JC38_6_JC23/JC38_6_JC23_14
256,ヘッダ部,UN01005700,BBIE,,,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,支払人国ID,支払人の国ID。デフォルトは「JP」,1..1,,JC38_6_JC23_15,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PayerCITradeParty/ PostalCITradeAddress/ CountryID,JC38_6_JC23,,,,/JC00/JC38_6_JC23/JC38_6_JC23_15
257,ヘッダ部,UN01005921,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Applicable. CI_ Trade_ Currency Exchange,,,,,,,,,インボイス文書決済／請求者為替グループ,請求に関する為替に関するグループ,0..1,1,JC39_JC22,1,05921_05738,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceApplicableCITradeCurrencyExchange,JC39_JC22,,,,/JC00/JC39_JC22
258,ヘッダ部,UN01005738,ABIE,,,,,CI_ Trade_ Currency Exchange. Details,,,,,,,,請求為替クラス,請求為替に関する情報からなるクラス,－,,,,,,,,,,
259,ヘッダ部,UN01005739,BBIE,,,,,,CI_ Trade_ Currency Exchange. Source Currency. Code,,,,,,,為替交換元通貨コード,為替における交換元通貨を表すコード デフォルト＝「JPY」,0..1,,JC39_JC22_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceApplicableCITradeCurrencyExchange/ SourceCurrencyCode,JC39_JC22,,,,/JC00/JC39_JC22/JC39_JC22_01
260,ヘッダ部,UN01005741,BBIE,,,,,,CI_ Trade_ Currency Exchange. Target Currency. Code,,,,,,,為替交換先通貨コード,為替における交換先通貨を表すコード デフォルト＝「JPY」,0..1,,JC39_JC22_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceApplicableCITradeCurrencyExchange/ TargetCurrencyCode,JC39_JC22,,,,/JC00/JC39_JC22/JC39_JC22_02
261,ヘッダ部,UN01005744,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion. Rate,,,,,,,為替レート,為替交換のレート,0..1,,JC39_JC22_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceApplicableCITradeCurrencyExchange/ ConversionRate,JC39_JC22,,,,/JC00/JC39_JC22/JC39_JC22_03
262,ヘッダ部,UN01005745,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,,,,,,,為替レート日時,為替交換レートの適用日。,0..1,,JC39_JC22_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceApplicableCITradeCurrencyExchange/ ConversionRateDateTime,JC39_JC22,,,,/JC00/JC39_JC22/JC39_JC22_04
263,ヘッダ部,UN01005922,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Payment_ Applicable. CI_ Trade_ Currency Exchange,,,,,,,,,インボイス文書決済／支払者為替グループ,支払いに関する為替に関するグループ,0..1,1,JC3a_JC22,1,05922_05738,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PaymentApplicableCITradeCurrencyExchange,JC3a_JC22,,,,/JC00/JC3a_JC22
264,ヘッダ部,UN01005738,ABIE,,,,,CI_ Trade_ Currency Exchange. Details,,,,,,,,支払為替クラス,支払為替に関する情報からなるクラス,－,,,,,,,,,,
265,ヘッダ部,UN01005739,BBIE,,,,,,CI_ Trade_ Currency Exchange. Source Currency. Code,,,,,,,為替交換元通貨コード,為替における交換元通貨を表すコード,0..1,,JC3a_JC22_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PaymentApplicableCITradeCurrencyExchange/ SourceCurrencyCode,JC3a_JC22,,,,/JC00/JC3a_JC22/JC3a_JC22_01
266,ヘッダ部,UN01005741,BBIE,,,,,,CI_ Trade_ Currency Exchange. Target Currency. Code,,,,,,,為替交換先通貨コード,為替における交換先通貨を表すコード,0..1,,JC3a_JC22_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PaymentApplicableCITradeCurrencyExchange/ TargetCurrencyCode,JC3a_JC22,,,,/JC00/JC3a_JC22/JC3a_JC22_02
267,ヘッダ部,UN01005744,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion. Rate,,,,,,,為替レート,為替交換のレート,0..1,,JC3a_JC22_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PaymentApplicableCITradeCurrencyExchange/ ConversionRate,JC3a_JC22,,,,/JC00/JC3a_JC22/JC3a_JC22_03
268,ヘッダ部,UN01005745,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,,,,,,,為替レート日時,為替交換レートの適用日。,0..1,,JC3a_JC22_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ PaymentApplicableCITradeCurrencyExchange/ ConversionRateDateTime,JC3a_JC22,,,,/JC00/JC3a_JC22/JC3a_JC22_04
269,ヘッダ部,UN01005923,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade Settlement_ Payment Means,,,,,,,,,インボイス文書決済／支払手段グループ,インボイス文書決済に関する支払手段のグループ。,0..n,n,JC3b_JC16,1,05923_05670,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans,JC3b_JC16,,,,/JC00/JC3b_JC16
270,ヘッダ部,UN01005670,ABIE,,,,,CI_ Trade Settlement_ Payment Means. Details,,,,,,,,支払手段クラス, 取引決済の目的で支払が行われる、あるいは行われた手段のクラス,－,,,,,,,,,,
271,ヘッダ部,UN01005672,BBIE,,,,,,CI_ Trade Settlement_ Payment Means. Type. Code,,,,,,,支払手段タイプコード,取引決済手段のタイプを識別するコード,0..1,,JC3b_JC16_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ TypeCode,JC3b_JC16,,,,/JC00/JC3b_JC16/JC3b_JC16_01
272,ヘッダ部,UN01011456,BBIE,,,,,,CI_ Trade Settlement_ Payment Means. Information. Text,,,,,,,支払手段情報,取引決済手段に関する情報,0..1,,JC3b_JC16_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ Information,JC3b_JC16,,,,/JC00/JC3b_JC16/JC3b_JC16_02
273,ヘッダ部,UN01015504,BBIE,,,,,,CI_ Trade Settlement_ Payment Means. Paid. Amount,,,,,,,支払金額,取引決済手段で支払う金額,0..1,,JC3b_JC16_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PaidAmount,JC3b_JC16,,,,/JC00/JC3b_JC16/JC3b_JC16_03
274,ヘッダ部,UN01005677,ASBIE,,,,,,CI_ Trade Settlement_ Payment Means. Payee_ Party. CI_ Creditor_ Financial Account,,,,,,,支払手段／金融口座グループ,取引決済の支払手段に関する受取人である当事者の債権者金融口座のグループ,0..1,1,JC17_JC04,2,05677_05398,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PayeePartyCICreditorFinancialAccount,JC3b_JC16,JC17_JC04,,,/JC00/JC3b_JC16/JC17_JC04
275,ヘッダ部,UN01005398,ABIE,,,,,,,CI_ Creditor_ Financial Account. Details,,,,,,金融口座クラス,債権者の銀行口座のクラス,－,,,,,,,,,,
276,ヘッダ部,UN01005400,BBIE,,,,,,,,CI_ Creditor_ Financial Account. Account Name. Text,,,,,口座名義,債権者金融口座の、文字で表現された口座名。半角カナ（日本の場合）,0..1,,JC17_JC04_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PayeePartyCICreditorFinancialAccount/ AccountName,JC3b_JC16,JC17_JC04,,,/JC00/JC3b_JC16/JC17_JC04/JC17_JC04_01
277,ヘッダ部,UN01005401,BBIE,,,,,,,,CI_ Creditor_ Financial Account. Proprietary_ Identification. Identifier,,,,,口座番号,債権者金融口座の一意の所有者ID。,0..1,,JC17_JC04_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PayeePartyCICreditorFinancialAccount/ ProprietaryID,JC3b_JC16,JC17_JC04,,,/JC00/JC3b_JC16/JC17_JC04/JC17_JC04_02
278,ヘッダ部,UN01012127,BBIE,,,,,,,,CI_ Creditor_ Financial Account. Type. Code,,,,,口座種別コード,債権者金融口座種別のコード。,0..1,,JC17_JC04_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PayeePartyCICreditorFinancialAccount/ TypeCode,JC3b_JC16,JC17_JC04,,,/JC00/JC3b_JC16/JC17_JC04/JC17_JC04_03
279,ヘッダ部,UN01005679,ASBIE,,,,,,CI_ Trade Settlement_ Payment Means. Payee_ Specified. CI_ Creditor_ Financial Institution,,,,,,,支払手段／金融機関グループ,取引決済の支払手段に対して特定された受取人である当事者の債権者金融機関のグループ,0..1,1,JC18_JC05,2,05679_05402,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PayeeSpecifiedCICreditorFinancialInstitution,JC3b_JC16,JC18_JC05,,,/JC00/JC3b_JC16/JC18_JC05
280,ヘッダ部,UN01005402,ABIE,,,,,,,CI_ Creditor_ Financial Institution. Details,,,,,,金融機関クラス,金額を受け取る当事者の銀行、住宅金融組合、信用金庫、証券会社、あるいはそれと類似の事業機関。,－,,,,,,,,,,
281,ヘッダ部,UN01005426,BBIE,,,,,,,,CI_ Creditor_ Financial Institution. Name. Text,,,,,金融機関名,債権者金融機関の、文字で表現された名前。,0..1,,JC18_JC05_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PayeeSpecifiedCICreditorFinancialInstitution/ Name,JC3b_JC16,JC18_JC05,,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_01
282,ヘッダ部,UN01011521,BBIE,,,,,,,,CI_ Creditor_ Financial Institution. Japan Financial Institution Common_ Identification. Identifier,,,,,金融機関番号,債権者の金融機関番号（日本の場合）,0..1,,JC18_JC05_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PayeeSpecifiedCICreditorFinancialInstitution/ JapanFinancialInstitutionCommonID,JC3b_JC16,JC18_JC05,,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_02
283,ヘッダ部,UN01005428,ASBIE,,,,,,,,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,,,,,金融機関／金融機関支店グループ,債権者金融機関の支店金融機関グループ,0..1,,,,,,,,,,
284,ヘッダ部,UN01003138,ABIE,,,,,,,,,Branch_ Financial Institution. Details,,,,金融機関支店クラス,銀行、住宅金融組合、信用金庫、証券会社、あるいはそれと類似の事業の部門のクラス。主に金融サービスと金融取引を提供するために設立された機関の支店。,－,,,,,,,,,,
285,ヘッダ部,UN01003139,BBIE,,,,,,,,,,Branch_ Financial Institution. Identification. Identifier,,,金融機関支店番号,金融機関のこの支店の一意ID,0..1,,JC18_JC05_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PayeeSpecifiedCICreditorFinancialInstitution/ Sub-DivisionBranchFinancialInstitution/ ID,JC3b_JC16,JC18_JC05,,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_03
286,ヘッダ部,UN01003140,BBIE,,,,,,,,,,Branch_ Financial Institution. Name. Text,,,金融機関支店名,金融機関のこの支店の、文字で表現された名前,0..1,,JC18_JC05_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ PayeeSpecifiedCICreditorFinancialInstitution/ Sub-DivisionBranchFinancialInstitution/ Name,JC3b_JC16,JC18_JC05,,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_04
287,ヘッダ部,UN01006057,ASBIE,,,,,,CI_ Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,,,,,,,支払手段／金融カードグループ,支払手段の金融カードに関するグループ,0..1,1,JC60_JC03,2,06057_04493,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ ApplicableTradeSettlementFinancialCard,JC3b_JC16,JC60_JC03,,,/JC00/JC3b_JC16/JC60_JC03
288,ヘッダ部,UN01004493,ABIE,,,,,,,Trade Settlement_ Financial Card. Details,,,,,,金融カードクラス,支払人の金融カードのクラス,－,,,,,,,,,,
289,ヘッダ部,UN01004495,BBIE,,,,,,,,Trade Settlement_ Financial Card. Identification. Identifier,,,,,金融カード番号,支払人の金融カード番号,1..1,,JC60_JC03_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ ApplicableTradeSettlementFinancialCard/ ID,JC3b_JC16,JC60_JC03,,,/JC00/JC3b_JC16/JC60_JC03/JC60_JC03_01
290,ヘッダ部,UN01004496,BBIE,,,,,,,,Trade Settlement_ Financial Card. Type. Code,,,,,金融カードタイプ,金融カードのタイプ,0..1,,JC60_JC03_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ ApplicableTradeSettlementFinancialCard/ TypeCode,JC3b_JC16,JC60_JC03,,,/JC00/JC3b_JC16/JC60_JC03/JC60_JC03_02
291,ヘッダ部,UN01004497,BBIE,,,,,,,,Trade Settlement_ Financial Card. Cardholder Name. Text,,,,,金融カード名義人名,支払人の金融カード名義人名,1..1,,JC60_JC03_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ ApplicableTradeSettlementFinancialCard/ CardholderName,JC3b_JC16,JC60_JC03,,,/JC00/JC3b_JC16/JC60_JC03/JC60_JC03_03
292,ヘッダ部,UN01009966,BBIE,,,,,,,,Trade Settlement_ Financial Card. Issuing Company Name. Text,,,,,金融カード発行企業名,金融カードの発行企業名,0..1,,JC60_JC03_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradeSettlementPaymentMeans/ ApplicableTradeSettlementFinancialCard/ IssuingCompanyName,JC3b_JC16,JC60_JC03,,,/JC00/JC3b_JC16/JC60_JC03/JC60_JC03_04
293,ヘッダ部,UN01005924,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,,,,,インボイス文書決済／鏡ヘッダ税グループ,インボイス文書の鏡ヘッダの税に関するグループ,0..n,n,JC3c_JC2d,1,05924_05832,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ ApplicableCITradeTax,JC3c_JC2d,,,,/JC00/JC3c_JC2d
294,ヘッダ部,UN01005832,ABIE,,,,,CI_ Trade_ Tax. Details,,,,,,,,鑑ヘッダ税クラス,鑑ヘッダの税に関する情報からなるクラス,－,,,,,,,,,,
295,ヘッダ部,UN01005833,BBIE,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,,,,,鑑ヘッダ課税分類税額,鏡ヘッダの明細文書課税分類別税額の合計金 鑑ヘッダでは複数明細文書税額の積み上げだけを行い、税額計算は行わない,0..1,,JC3c_JC2d_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ ApplicableCITradeTax/ CalculatedAmount,JC3c_JC2d,,,,/JC00/JC3c_JC2d/JC3c_JC2d_01
296,ヘッダ部,UN01005841,BBIE,,,,,,CI_ Trade_ Tax. Category. Code,,,,,,,鑑ヘッダ課税分類コード,消費税[VAT」の課税分類（標準税率、軽減税率、非課税、免税、不課税）を識別するコード,0..1,,JC3c_JC2d_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ ApplicableCITradeTax/ CategoryCode,JC3c_JC2d,,,,/JC00/JC3c_JC2d/JC3c_JC2d_02
297,ヘッダ部,UN01005850,BBIE,,,,,,CI_ Trade_ Tax. Category Name. Text,,,,,,,鑑ヘッダ課税分類名,消費税の課税分類（標準税率、軽減税率、非課税、免税等）の名称,0..1,,JC3c_JC2d_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ ApplicableCITradeTax/ CategoryName,JC3c_JC2d,,,,/JC00/JC3c_JC2d/JC3c_JC2d_03
298,ヘッダ部,UN01007174,BBIE,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,,,鑑ヘッダ税率,明細文書の課税分類毎の税額積み上げ計算のための率。,0..1,,JC3c_JC2d_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ ApplicableCITradeTax/ RateApplicablePercent,JC3c_JC2d,,,,/JC00/JC3c_JC2d/JC3c_JC2d_04
299,ヘッダ部,UN01013096,BBIE,,,,,,CI_ Trade_ Tax. Calculation Method. Code,,,,,,,鑑ヘッダ税計算方式,金額の税込み、税抜き指定の要否を指定 デフォルトは「空欄」（指定しない）,0..1,,JC3c_JC2d_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ ApplicableCITradeTax/ CalculationMethodCode,JC3c_JC2d,,,,/JC00/JC3c_JC2d/JC3c_JC2d_05
300,ヘッダ部,UN01014650,BBIE,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,,,,,鑑ヘッダ適用税制ID,取引の税制年度を識別するID デフォルトは「2019」（2019年度税制）,0..1,,JC3c_JC2d_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ ApplicableCITradeTax/ LocalTaxSystemID,JC3c_JC2d,,,,/JC00/JC3c_JC2d/JC3c_JC2d_06
301,ヘッダ部,UN01005925,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,,,,,インボイス文書決済／鑑ヘッダ取引期間グループ,インボイス文書の取引期間に関するグループ,0..1,1,JC3d_JC14,1,05925_05608,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ BillingCISpecifiedPeriod,JC3d_JC14,,,,/JC00/JC3d_JC14
302,ヘッダ部,UN01005608,ABIE,,,,,CI_ Specified_ Period. Details,,,,,,,,鑑ヘッダ取引期間クラス,鑑ヘッダ取引期間に関する情報からなるクラス,－,,,,,,,,,,
303,ヘッダ部,UN01005612,BBIE,,,,,,CI_ Specified_ Period. Start. Date Time,,,,,,,鑑ヘッダ取引開始日,インボイス文書の取引開始日,0..1,,JC3d_JC14_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ BillingCISpecifiedPeriod/ StartDateTime,JC3d_JC14,,,,/JC00/JC3d_JC14/JC3d_JC14_01
304,ヘッダ部,UN01005613,BBIE,,,,,,CI_ Specified_ Period. End. Date Time,,,,,,,鑑ヘッダ取引終了日,インボイス文書の取引終了日,1..1,,JC3d_JC14_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ BillingCISpecifiedPeriod/ EndDateTime,JC3d_JC14,,,,/JC00/JC3d_JC14/JC3d_JC14_02
305,ヘッダ部,UN01005929,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,,,,,,,,,インボイス文書決済／支払条件グループ,インボイス文書の支払条件に関するグループ,0..n,n,JC3e_JC27,1,05929_05779,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradePaymentTerms,JC3e_JC27,,,,/JC00/JC3e_JC27
306,ヘッダ部,UN01005779,ABIE,,,,,CI_ Trade_ Payment Terms. Details,,,,,,,,支払条件クラス, 取引決済の目的で支払が行われる、あるいは行われた条件のクラス,－,,,,,,,,,,
307,ヘッダ部,UN01005780,BBIE,,,,,,CI_ Trade_ Payment Terms. Identification. Identifier,,,,,,,支払条件ID,支払条件のID,0..1,,JC3e_JC27_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradePaymentTerms/ ID,JC3e_JC27,,,,/JC00/JC3e_JC27/JC3e_JC27_01
308,ヘッダ部,UN01005783,BBIE,,,,,,CI_ Trade_ Payment Terms. Description. Text,,,,,,,支払条件説明,支払条件の文字による説明,0..1,,JC3e_JC27_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradePaymentTerms/ Description,JC3e_JC27,,,,/JC00/JC3e_JC27/JC3e_JC27_02
309,ヘッダ部,UN01005784,BBIE,,,,,,CI_ Trade_ Payment Terms. Due Date. Date Time,,,,,,,支払期日,支払条件で示された支払期日,0..1,,JC3e_JC27_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ SpecifiedCITradePaymentTerms/ DueDateDateTime,JC3e_JC27,,,,/JC00/JC3e_JC27/JC3e_JC27_03
