GL02,GL02-GL55,GL55-GL60d,GL55-GL60c,GL55-GL61,GL02-01,GL64-01,GL64-02,GL64-03,GL64-04,GL57-01,GL57-02,GL55-03,GL55-04,GL69-02,GL56-02,GL63-01d,GL63-02d,GL63-03d,GL56-01d,GL60-01d,GL60-02d,GL60-03d,GL63-01c,GL63-02c,GL63-03c,GL56-01c,GL60-01c,GL60-02c,GL60-03c,GL61-01,GL61-02,GL61-03
0001-20090425-274-168-1-797,2,,,,,,,,,,,account,09年4月25日伝票No202株式会社　総合経営,2009-04-25,ISO4217:JPY,741,支払手数料,CommissionExpense,700,部門,030,名古屋,152,売掛金,AccountsReceivableTradeGross,700,部門,000,共通部門,customer,007,㈱総合経営
0001-20090425-274-168-1-797,3,,,,,,,,,,,account,09年4月25日伝票No202株式会社　総合経営,2009-04-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,35,部門,030,名古屋,152,売掛金,AccountsReceivableTradeGross,35,部門,000,共通部門,customer,007,㈱総合経営
0001-20090425-275-169-1-799,,,,,169-799,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090425-275-169-1-799,1,,,,,,,,,,,account,09年4月25日伝票No203株式会社　小林マーケット,2009-04-25,ISO4217:JPY,131,普通預金,OrdinaryDeposit,6636909,,,,152,売掛金,AccountsReceivableTradeGross,6636909,部門,000,共通部門,customer,025,㈱小林ﾏｰｹｯﾄ
0001-20090425-275-169-1-799,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
0001-20090425-275-169-1-799,1,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,,,,,,,,
0001-20090425-275-169-1-799,2,,,,,,,,,,,account,09年4月25日伝票No203株式会社　小林マーケット,2009-04-25,ISO4217:JPY,741,支払手数料,CommissionExpense,800,部門,010,札幌,152,売掛金,AccountsReceivableTradeGross,800,部門,000,共通部門,customer,025,㈱小林ﾏｰｹｯﾄ
0001-20090425-275-169-1-799,3,,,,,,,,,,,account,09年4月25日伝票No203株式会社　小林マーケット,2009-04-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40,部門,010,札幌,152,売掛金,AccountsReceivableTradeGross,40,部門,000,共通部門,customer,025,㈱小林ﾏｰｹｯﾄ
0001-20090425-29-152-1-765,,,,,152-765,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090425-29-152-1-765,0,,,,,,,,,,,account,携帯電話代,2009-04-25,ISO4217:JPY,727,通信費,CommunicationCost,61642,部門,010,札幌,131,普通預金,OrdinaryDeposit,61642,,,,,,
0001-20090425-29-152-1-765,0,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-29-152-1-765,0,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090425-29-152-1-765,1,,,,,,,,,,,account,携帯電話代,2009-04-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3082,部門,010,札幌,131,普通預金,OrdinaryDeposit,3082,,,,,,
0001-20090425-29-152-1-765,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-29-152-1-765,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090425-35-153-1-767,,,,,153-767,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090425-35-153-1-767,0,,,,,,,,,,,account,新聞代,2009-04-25,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,3739,部門,010,札幌,111,現金,CashHand,3739,部門,000,共通部門,,,
0001-20090425-35-153-1-767,1,,,,,,,,,,,account,新聞代,2009-04-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,186,部門,010,札幌,111,現金,CashHand,186,部門,000,共通部門,,,
0001-20090425-87-154-1-769,,,,,154-769,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090425-87-154-1-769,0,,,,,,,,,,,account,携帯代,2009-04-25,ISO4217:JPY,727,通信費,CommunicationCost,36387,部門,030,名古屋,131,普通預金,OrdinaryDeposit,36387,,,,,,
0001-20090425-87-154-1-769,0,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-87-154-1-769,0,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090425-87-154-1-769,1,,,,,,,,,,,account,携帯代,2009-04-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1819,部門,030,名古屋,131,普通預金,OrdinaryDeposit,1819,,,,,,
0001-20090425-87-154-1-769,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-87-154-1-769,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090425-92-155-1-771,,,,,155-771,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090425-92-155-1-771,0,,,,,,,,,,,account,コピー機修繕,2009-04-25,ISO4217:JPY,753,修繕維持費,RepairsExpense,17143,部門,010,札幌,322,未払金,AccountsPayableOther,17143,部門,000,共通部門,,,
0001-20090425-92-155-1-771,1,,,,,,,,,,,account,コピー機修繕,2009-04-25,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,857,部門,010,札幌,322,未払金,AccountsPayableOther,857,部門,000,共通部門,,,
0001-20090426-109-173-1-807,,,,,173-807,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090426-109-173-1-807,0,,,,,,,,,,,account,ガソリン代,2009-04-26,ISO4217:JPY,740,車両費,VehiclesExpense,6770,部門,040,大阪,322,未払金,AccountsPayableOther,6770,部門,000,共通部門,,,
0001-20090426-109-173-1-807,1,,,,,,,,,,,account,ガソリン代,2009-04-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,338,部門,040,大阪,322,未払金,AccountsPayableOther,338,部門,000,共通部門,,,
0001-20090426-120-174-1-809,,,,,174-809,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090426-120-174-1-809,0,,,,,,,,,,,account,業務委託費,2009-04-26,ISO4217:JPY,728,業務委託費,SalesPromotionExpense,500000,部門,040,大阪,322,未払金,AccountsPayableOther,500000,部門,000,共通部門,,,
0001-20090426-120-174-1-809,1,,,,,,,,,,,account,業務委託費,2009-04-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,25000,部門,040,大阪,322,未払金,AccountsPayableOther,25000,部門,000,共通部門,,,
0001-20090426-148-175-1-811,,,,,175-811,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090426-148-175-1-811,0,,,,,,,,,,,account,ガソリン代,2009-04-26,ISO4217:JPY,740,車両費,VehiclesExpense,5500,部門,050,九州,111,現金,CashHand,5500,部門,000,共通部門,,,
0001-20090426-148-175-1-811,1,,,,,,,,,,,account,ガソリン代,2009-04-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,275,部門,050,九州,111,現金,CashHand,275,部門,000,共通部門,,,
0001-20090426-148-175-1-811,3,,,,,,,,,,,account,高速代,2009-04-26,ISO4217:JPY,740,車両費,VehiclesExpense,1143,部門,050,九州,111,現金,CashHand,1143,部門,000,共通部門,,,
0001-20090426-148-175-1-811,4,,,,,,,,,,,account,高速代,2009-04-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,57,部門,050,九州,111,現金,CashHand,57,部門,000,共通部門,,,
0001-20090426-304-176-1-813,,,,,176-813,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090426-304-176-1-813,1,,,,,,,,,,,account,資金移動,2009-04-26,ISO4217:JPY,131,普通預金,OrdinaryDeposit,6000000,,,,131,普通預金,OrdinaryDeposit,6000000,,,,,,
0001-20090426-304-176-1-813,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
0001-20090426-304-176-1-813,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,,,,,,,,
0001-20090426-304-176-1-813,2,,,,,,,,,,,account,資金移動,2009-04-26,ISO4217:JPY,131,普通預金,OrdinaryDeposit,6500000,,,,131,普通預金,OrdinaryDeposit,6500000,,,,,,
0001-20090426-304-176-1-813,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
0001-20090426-304-176-1-813,2,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,,,,,,,,
0001-20090426-304-176-1-813,3,,,,,,,,,,,account,資金移動,2009-04-26,ISO4217:JPY,131,普通預金,OrdinaryDeposit,5500000,,,,131,普通預金,OrdinaryDeposit,5500000,,,,,,
0001-20090426-304-176-1-813,3,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
0001-20090426-304-176-1-813,3,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,,,,,,,,
0001-20090426-304-176-1-813,4,,,,,,,,,,,account,資金移動,2009-04-26,ISO4217:JPY,131,普通預金,OrdinaryDeposit,3500000,,,,131,普通預金,OrdinaryDeposit,3500000,,,,,,
0001-20090426-304-176-1-813,4,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
0001-20090426-304-176-1-813,4,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,,,,,,,,
0001-20090426-62-170-1-801,,,,,170-801,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090426-62-170-1-801,0,,,,,,,,,,,account,携帯代,2009-04-26,ISO4217:JPY,727,通信費,CommunicationCost,51768,部門,020,東京,131,普通預金,OrdinaryDeposit,51768,,,,,,
0001-20090426-62-170-1-801,0,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090426-62-170-1-801,0,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090426-62-170-1-801,1,,,,,,,,,,,account,携帯代,2009-04-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2588,部門,020,東京,131,普通預金,OrdinaryDeposit,2588,,,,,,
0001-20090426-62-170-1-801,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090426-62-170-1-801,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090426-78-171-1-803,,,,,171-803,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090426-78-171-1-803,0,,,,,,,,,,,account,業務委託費支払い,2009-04-26,ISO4217:JPY,728,業務委託費,SalesPromotionExpense,180000,部門,030,名古屋,322,未払金,AccountsPayableOther,180000,部門,000,共通部門,,,
0001-20090426-78-171-1-803,1,,,,,,,,,,,account,業務委託費支払い,2009-04-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,9000,部門,030,名古屋,322,未払金,AccountsPayableOther,9000,部門,000,共通部門,,,
0001-20090426-88-172-1-805,,,,,172-805,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090426-88-172-1-805,0,,,,,,,,,,,account,新聞代,2009-04-26,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,3399,部門,030,名古屋,111,現金,CashHand,3399,部門,000,共通部門,,,
0001-20090426-88-172-1-805,1,,,,,,,,,,,account,新聞代,2009-04-26,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,169,部門,030,名古屋,111,現金,CashHand,169,部門,000,共通部門,,,
0001-20090427-1-177-1-815,,,,,177-815,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090427-1-177-1-815,0,,,,,,,,,,,account,運賃　佐川急便,2009-04-27,ISO4217:JPY,731,運賃,Freightout,85543,部門,010,札幌,322,未払金,AccountsPayableOther,85543,部門,000,共通部門,,,
0001-20090427-1-177-1-815,1,,,,,,,,,,,account,運賃　佐川急便,2009-04-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4277,部門,010,札幌,322,未払金,AccountsPayableOther,4277,部門,000,共通部門,,,
0001-20090427-13-179-1-819,,,,,179-819,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090427-13-179-1-819,0,,,,,,,,,,,account,ガソリン代,2009-04-27,ISO4217:JPY,740,車両費,VehiclesExpense,11990,部門,010,札幌,322,未払金,AccountsPayableOther,11990,部門,000,共通部門,,,
0001-20090427-13-179-1-819,1,,,,,,,,,,,account,ガソリン代,2009-04-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,599,部門,010,札幌,322,未払金,AccountsPayableOther,599,部門,000,共通部門,,,
0001-20090427-14-180-1-821,,,,,180-821,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090427-14-180-1-821,0,,,,,,,,,,,account,ガソリン代,2009-04-27,ISO4217:JPY,740,車両費,VehiclesExpense,2858,部門,010,札幌,111,現金,CashHand,2858,部門,000,共通部門,,,
0001-20090427-14-180-1-821,1,,,,,,,,,,,account,ガソリン代,2009-04-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,142,部門,010,札幌,111,現金,CashHand,142,部門,000,共通部門,,,
0001-20090427-15-181-1-823,,,,,181-823,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090427-15-181-1-823,0,,,,,,,,,,,account,車両管理費,2009-04-27,ISO4217:JPY,740,車両費,VehiclesExpense,23810,部門,010,札幌,111,現金,CashHand,23810,部門,000,共通部門,,,
0001-20090427-15-181-1-823,1,,,,,,,,,,,account,車両管理費,2009-04-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1190,部門,010,札幌,111,現金,CashHand,1190,部門,000,共通部門,,,
0001-20090427-30-182-1-825,,,,,182-825,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090427-30-182-1-825,1,,,,,,,,,,,account,保険料支払,2009-04-27,ISO4217:JPY,752,保険料,InsuranceExpense,54320,部門,010,010,131,普通預金,OrdinaryDeposit,54320,,,,,,
0001-20090427-30-182-1-825,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090427-30-182-1-825,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090427-37-183-1-827,,,,,183-827,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090427-37-183-1-827,0,,,,,,,,,,,account,業務委託費,2009-04-27,ISO4217:JPY,728,業務委託費,SalesPromotionExpense,1203810,部門,020,東京,322,未払金,AccountsPayableOther,1203810,部門,000,共通部門,,,
0001-20090427-37-183-1-827,1,,,,,,,,,,,account,業務委託費,2009-04-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,60190,部門,020,東京,322,未払金,AccountsPayableOther,60190,部門,000,共通部門,,,
0001-20090427-39-184-1-829,,,,,184-829,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090427-39-184-1-829,0,,,,,,,,,,,account,会費,2009-04-27,ISO4217:JPY,724,福利厚生費,WelfareExpense,8572,部門,020,東京,111,現金,CashHand,8572,部門,000,共通部門,,,
0001-20090427-39-184-1-829,1,,,,,,,,,,,account,会費,2009-04-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,428,部門,020,東京,111,現金,CashHand,428,部門,000,共通部門,,,
0001-20090427-72-185-1-831,,,,,185-831,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090427-72-185-1-831,0,,,,,,,,,,,account,新聞代,2009-04-27,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,2864,部門,020,東京,111,現金,CashHand,2864,部門,000,共通部門,,,
0001-20090427-72-185-1-831,1,,,,,,,,,,,account,新聞代,2009-04-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,143,部門,020,東京,111,現金,CashHand,143,部門,000,共通部門,,,
0001-20090427-72-185-1-831,3,,,,,,,,,,,account,新聞代,2009-04-27,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,2815,部門,020,東京,111,現金,CashHand,2815,部門,000,共通部門,,,
0001-20090427-72-185-1-831,4,,,,,,,,,,,account,新聞代,2009-04-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,140,部門,020,東京,111,現金,CashHand,140,部門,000,共通部門,,,
0001-20090427-72-185-1-831,5,,,,,,,,,,,account,新聞代,2009-04-27,ISO4217:JPY,739,新聞図書費,PapersSubscriptionLibraryCost,3399,部門,020,東京,111,現金,CashHand,3399,部門,000,共通部門,,,
0001-20090427-72-185-1-831,6,,,,,,,,,,,account,新聞代,2009-04-27,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,169,部門,020,東京,111,現金,CashHand,169,部門,000,共通部門,,,
0001-20090427-9-178-1-817,,,,,178-817,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090427-9-178-1-817,1,,,,,,,,,,,account,香典代,2009-04-27,ISO4217:JPY,733,交際接待費,EntertainmentExpense,10000,部門,010,010,111,現金,CashHand,10000,部門,000,共通部門,,,
0001-20090428-27-186-1-833,,,,,186-833,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090428-27-186-1-833,0,,,,,,,,,,,account,旅費,2009-04-28,ISO4217:JPY,726,旅費交通費,TravelingExpense,26667,部門,010,札幌,111,現金,CashHand,26667,部門,000,共通部門,,,
0001-20090428-27-186-1-833,1,,,,,,,,,,,account,旅費,2009-04-28,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1333,部門,010,札幌,111,現金,CashHand,1333,部門,000,共通部門,,,
0001-20090428-27-186-1-833,3,,,,,,,,,,,account,旅費,2009-04-28,ISO4217:JPY,726,旅費交通費,TravelingExpense,29524,部門,010,札幌,111,現金,CashHand,29524,部門,000,共通部門,,,
0001-20090428-27-186-1-833,4,,,,,,,,,,,account,旅費,2009-04-28,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1476,部門,010,札幌,111,現金,CashHand,1476,部門,000,共通部門,,,
0001-20090428-27-186-1-833,5,,,,,,,,,,,account,旅費,2009-04-28,ISO4217:JPY,726,旅費交通費,TravelingExpense,21429,部門,010,札幌,111,現金,CashHand,21429,部門,000,共通部門,,,
0001-20090428-27-186-1-833,6,,,,,,,,,,,account,旅費,2009-04-28,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1071,部門,010,札幌,111,現金,CashHand,1071,部門,000,共通部門,,,
0001-20090428-315-188-1-837,,,,,188-837,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090428-315-188-1-837,1,,,,,,,,,,,account,資金移動,2009-04-28,ISO4217:JPY,131,普通預金,OrdinaryDeposit,3000000,,,,121,当座預金,CheckingAccounts,3000000,,,,,,
0001-20090428-315-188-1-837,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
0001-20090428-315-188-1-837,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,,,,,,,,
0001-20090428-93-187-1-835,,,,,187-835,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090428-93-187-1-835,0,,,,,,,,,,,account,修繕費,2009-04-28,ISO4217:JPY,753,修繕維持費,RepairsExpense,17000,部門,030,名古屋,322,未払金,AccountsPayableOther,17000,部門,000,共通部門,,,
0001-20090428-93-187-1-835,1,,,,,,,,,,,account,修繕費,2009-04-28,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,850,部門,030,名古屋,322,未払金,AccountsPayableOther,850,部門,000,共通部門,,,
0001-20090430-100-205-1-871,,,,,205-871,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090430-100-205-1-871,0,,,,,,,,,,,account,会費,2009-04-30,ISO4217:JPY,724,福利厚生費,WelfareExpense,5715,部門,040,大阪,111,現金,CashHand,5715,部門,000,共通部門,,,
0001-20090430-100-205-1-871,1,,,,,,,,,,,account,会費,2009-04-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,285,部門,040,大阪,111,現金,CashHand,285,部門,000,共通部門,,,
0001-20090430-115-206-1-873,,,,,206-873,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090430-115-206-1-873,1,,,,,,,,,,,account,保険料,2009-04-30,ISO4217:JPY,752,保険料,InsuranceExpense,64500,部門,040,040,131,普通預金,OrdinaryDeposit,64500,,,,,,
0001-20090430-115-206-1-873,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-115-206-1-873,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20090430-116-207-1-875,,,,,207-875,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090430-116-207-1-875,0,,,,,,,,,,,account,リース料,2009-04-30,ISO4217:JPY,744,リース料,LeaseExpense,80000,部門,040,大阪,131,普通預金,OrdinaryDeposit,80000,,,,,,
0001-20090430-116-207-1-875,0,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-116-207-1-875,0,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20090430-116-207-1-875,1,,,,,,,,,,,account,リース料,2009-04-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4000,部門,040,大阪,131,普通預金,OrdinaryDeposit,4000,,,,,,
0001-20090430-116-207-1-875,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-116-207-1-875,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20090430-128-208-1-877,,,,,208-877,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090430-128-208-1-877,1,,,,,,,,,,,account,収入印紙,2009-04-30,ISO4217:JPY,738,租税公課,TaxesOtherThanIncomeTaxes,10000,部門,010,010,111,現金,CashHand,10000,部門,000,共通部門,,,
