num,GL,GL詳細,借方勘定科目セグメント,貸方勘定科目セグメント,事業セグメント,仕訳ID,ソースコード,ソース説明,ERPサブレジャーモジュール,システムマニュアル識別子,作成者ユーザーID,作成日,仕訳エントリタイプコード,仕訳エントリ行説明,記帳日,通貨コード,借方勘定科目番号,借方勘定科目名,借方財務諸表キャプション,借方金額,借方勘定科目セグメント番号,借方勘定科目セグメントコード,借方勘定科目セグメント名,貸方勘定科目番号,貸方勘定科目名,貸方財務諸表キャプション,貸方金額,貸方勘定科目セグメント番号,貸方勘定科目セグメントコード,貸方勘定科目セグメント名,事業セグメント順序番号,事業セグメントコード,組織タイプ名
5260,0001-20090720-144-829-1-2119,5,,,,,,,,,,,account,ガソリン代,2009-07-20,ISO4217:JPY,740,車両費,VehiclesExpense,7048,部門,040,大阪,111,現金,CashHand,7048,部門,000,共通部門,,,
5261,0001-20090720-144-829-1-2119,6,,,,,,,,,,,account,ガソリン代,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,352,部門,040,大阪,111,現金,CashHand,352,部門,000,共通部門,,,
5262,0001-20090720-158-830-1-2121,,,,,830-2121,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5263,0001-20090720-158-830-1-2121,0,,,,,,,,,,,account,出張旅費,2009-07-20,ISO4217:JPY,726,旅費交通費,TravelingExpense,9524,部門,040,大阪,111,現金,CashHand,9524,部門,000,共通部門,,,
5264,0001-20090720-158-830-1-2121,1,,,,,,,,,,,account,出張旅費,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,476,部門,040,大阪,111,現金,CashHand,476,部門,000,共通部門,,,
5266,0001-20090720-163-831-1-2123,,,,,831-2123,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5268,0001-20090720-163-831-1-2123,1,,,,,,,,,,,account,会費,2009-07-20,ISO4217:JPY,742,諸会費,MembershipExpense,18000,部門,050,九州,111,現金,CashHand,18000,部門,000,共通部門,,,
5269,0001-20090720-164-832-1-2125,,,,,832-2125,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5270,0001-20090720-164-832-1-2125,0,,,,,,,,,,,account,事務用品,2009-07-20,ISO4217:JPY,754,事務用消耗品費,StationeryExpense,5696,部門,050,九州,111,現金,CashHand,5696,部門,000,共通部門,,,
5271,0001-20090720-164-832-1-2125,1,,,,,,,,,,,account,事務用品,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,284,部門,050,九州,111,現金,CashHand,284,部門,000,共通部門,,,
5273,0001-20090720-31-807-1-2075,,,,,807-2075,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5274,0001-20090720-31-807-1-2075,0,,,,,,,,,,,account,コピー代,2009-07-20,ISO4217:JPY,754,事務用消耗品費,StationeryExpense,2730,部門,010,札幌,322,未払金,AccountsPayableOther,2730,部門,000,共通部門,,,
5275,0001-20090720-31-807-1-2075,1,,,,,,,,,,,account,コピー代,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,136,部門,010,札幌,322,未払金,AccountsPayableOther,136,部門,000,共通部門,,,
5277,0001-20090720-45-808-1-2077,,,,,808-2077,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5278,0001-20090720-45-808-1-2077,0,,,,,,,,,,,account,コーヒー代2名,2009-07-20,ISO4217:JPY,733,交際接待費,EntertainmentExpense,1200,部門,020,東京,111,現金,CashHand,1200,部門,000,共通部門,,,
5279,0001-20090720-45-808-1-2077,1,,,,,,,,,,,account,コーヒー代2名,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,60,部門,020,東京,111,現金,CashHand,60,部門,000,共通部門,,,
5281,0001-20090720-48-809-1-2079,,,,,809-2079,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5282,0001-20090720-48-809-1-2079,0,,,,,,,,,,,account,ガソリン代,2009-07-20,ISO4217:JPY,740,車両費,VehiclesExpense,4099,部門,020,東京,111,現金,CashHand,4099,部門,000,共通部門,,,
5283,0001-20090720-48-809-1-2079,1,,,,,,,,,,,account,ガソリン代,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,204,部門,020,東京,111,現金,CashHand,204,部門,000,共通部門,,,
5285,0001-20090720-53-810-1-2081,,,,,810-2081,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5286,0001-20090720-53-810-1-2081,0,,,,,,,,,,,account,ガソリン代,2009-07-20,ISO4217:JPY,740,車両費,VehiclesExpense,6381,部門,020,東京,111,現金,CashHand,6381,部門,000,共通部門,,,
5287,0001-20090720-53-810-1-2081,1,,,,,,,,,,,account,ガソリン代,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,319,部門,020,東京,111,現金,CashHand,319,部門,000,共通部門,,,
5289,0001-20090720-53-810-1-2081,3,,,,,,,,,,,account,駐車代,2009-07-20,ISO4217:JPY,740,車両費,VehiclesExpense,1429,部門,020,東京,111,現金,CashHand,1429,部門,000,共通部門,,,
5290,0001-20090720-53-810-1-2081,4,,,,,,,,,,,account,駐車代,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,71,部門,020,東京,111,現金,CashHand,71,部門,000,共通部門,,,
5291,0001-20090720-53-810-1-2081,5,,,,,,,,,,,account,高速代,2009-07-20,ISO4217:JPY,740,車両費,VehiclesExpense,715,部門,020,東京,111,現金,CashHand,715,部門,000,共通部門,,,
5292,0001-20090720-53-810-1-2081,6,,,,,,,,,,,account,高速代,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,35,部門,020,東京,111,現金,CashHand,35,部門,000,共通部門,,,
5293,0001-20090720-6-806-1-2073,,,,,806-2073,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5294,0001-20090720-6-806-1-2073,0,,,,,,,,,,,account,広告料,2009-07-20,ISO4217:JPY,732,広告宣伝費,AdvertisingExpense,4762,部門,010,札幌,111,現金,CashHand,4762,部門,000,共通部門,,,
5295,0001-20090720-6-806-1-2073,1,,,,,,,,,,,account,広告料,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,238,部門,010,札幌,111,現金,CashHand,238,部門,000,共通部門,,,
5297,0001-20090720-69-811-1-2083,,,,,811-2083,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5298,0001-20090720-69-811-1-2083,0,,,,,,,,,,,account,有線,2009-07-20,ISO4217:JPY,791,雑費,MiscellaneousExpense,4762,部門,030,名古屋,322,未払金,AccountsPayableOther,4762,部門,000,共通部門,,,
5299,0001-20090720-69-811-1-2083,1,,,,,,,,,,,account,有線,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,238,部門,030,名古屋,322,未払金,AccountsPayableOther,238,部門,000,共通部門,,,
5301,0001-20090720-71-812-1-2085,,,,,812-2085,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5302,0001-20090720-71-812-1-2085,0,,,,,,,,,,,account,事務用品,2009-07-20,ISO4217:JPY,754,事務用消耗品費,StationeryExpense,11407,部門,020,東京,322,未払金,AccountsPayableOther,11407,部門,000,共通部門,,,
5303,0001-20090720-71-812-1-2085,1,,,,,,,,,,,account,事務用品,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,570,部門,020,東京,322,未払金,AccountsPayableOther,570,部門,000,共通部門,,,
5305,0001-20090720-71-812-1-2085,3,,,,,,,,,,,account,カウンター料金,2009-07-20,ISO4217:JPY,754,事務用消耗品費,StationeryExpense,31320,部門,020,東京,322,未払金,AccountsPayableOther,31320,部門,000,共通部門,,,
5306,0001-20090720-71-812-1-2085,4,,,,,,,,,,,account,カウンター料金,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1565,部門,020,東京,322,未払金,AccountsPayableOther,1565,部門,000,共通部門,,,
5307,0001-20090720-72-813-1-2087,,,,,813-2087,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5308,0001-20090720-72-813-1-2087,0,,,,,,,,,,,account,カウンター料金,2009-07-20,ISO4217:JPY,754,事務用消耗品費,StationeryExpense,6000,部門,050,九州,322,未払金,AccountsPayableOther,6000,部門,000,共通部門,,,
5309,0001-20090720-72-813-1-2087,1,,,,,,,,,,,account,カウンター料金,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,300,部門,050,九州,322,未払金,AccountsPayableOther,300,部門,000,共通部門,,,
5311,0001-20090720-77-814-1-2089,,,,,814-2089,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5312,0001-20090720-77-814-1-2089,0,,,,,,,,,,,account,ファイル等,2009-07-20,ISO4217:JPY,737,消耗品費,SuppliesExpense,19387,部門,000,共通部門,322,未払金,AccountsPayableOther,19387,部門,000,共通部門,,,
5313,0001-20090720-77-814-1-2089,1,,,,,,,,,,,account,ファイル等,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,969,部門,000,共通部門,322,未払金,AccountsPayableOther,969,部門,000,共通部門,,,
5315,0001-20090720-77-814-1-2089,3,,,,,,,,,,,account,飲料水,2009-07-20,ISO4217:JPY,737,消耗品費,SuppliesExpense,239019,部門,000,共通部門,322,未払金,AccountsPayableOther,239019,部門,000,共通部門,,,
5316,0001-20090720-77-814-1-2089,4,,,,,,,,,,,account,飲料水,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,11950,部門,000,共通部門,322,未払金,AccountsPayableOther,11950,部門,000,共通部門,,,
5317,0001-20090720-77-814-1-2089,5,,,,,,,,,,,account,名刺代,2009-07-20,ISO4217:JPY,737,消耗品費,SuppliesExpense,10096,部門,000,共通部門,322,未払金,AccountsPayableOther,10096,部門,000,共通部門,,,
5318,0001-20090720-77-814-1-2089,6,,,,,,,,,,,account,名刺代,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,504,部門,000,共通部門,322,未払金,AccountsPayableOther,504,部門,000,共通部門,,,
5319,0001-20090720-97-815-1-2091,,,,,815-2091,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5320,0001-20090720-97-815-1-2091,0,,,,,,,,,,,account,コピー代,2009-07-20,ISO4217:JPY,754,事務用消耗品費,StationeryExpense,34085,部門,030,名古屋,322,未払金,AccountsPayableOther,34085,部門,000,共通部門,,,
5321,0001-20090720-97-815-1-2091,1,,,,,,,,,,,account,コピー代,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1704,部門,030,名古屋,322,未払金,AccountsPayableOther,1704,部門,000,共通部門,,,
5323,0001-20090720-98-816-1-2093,,,,,816-2093,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5324,0001-20090720-98-816-1-2093,0,,,,,,,,,,,account,事務用品,2009-07-20,ISO4217:JPY,754,事務用消耗品費,StationeryExpense,5610,部門,030,名古屋,322,未払金,AccountsPayableOther,5610,部門,000,共通部門,,,
5325,0001-20090720-98-816-1-2093,1,,,,,,,,,,,account,事務用品,2009-07-20,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,280,部門,030,名古屋,322,未払金,AccountsPayableOther,280,部門,000,共通部門,,,
5327,0001-20090721-159-835-1-2131,,,,,835-2131,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5328,0001-20090721-159-835-1-2131,0,,,,,,,,,,,account,タクシー代,2009-07-21,ISO4217:JPY,726,旅費交通費,TravelingExpense,9315,部門,050,九州,111,現金,CashHand,9315,部門,000,共通部門,,,
5329,0001-20090721-159-835-1-2131,1,,,,,,,,,,,account,タクシー代,2009-07-21,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,465,部門,050,九州,111,現金,CashHand,465,部門,000,共通部門,,,
5331,0001-20090721-25-833-1-2127,,,,,833-2127,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5332,0001-20090721-25-833-1-2127,0,,,,,,,,,,,account,旅費,2009-07-21,ISO4217:JPY,726,旅費交通費,TravelingExpense,53334,部門,010,札幌,111,現金,CashHand,53334,部門,000,共通部門,,,
5333,0001-20090721-25-833-1-2127,1,,,,,,,,,,,account,旅費,2009-07-21,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2666,部門,010,札幌,111,現金,CashHand,2666,部門,000,共通部門,,,
5335,0001-20090721-63-834-1-2129,,,,,834-2129,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5336,0001-20090721-63-834-1-2129,0,,,,,,,,,,,account,お茶代,2009-07-21,ISO4217:JPY,724,福利厚生費,WelfareExpense,10524,部門,050,九州,322,未払金,AccountsPayableOther,10524,部門,000,共通部門,,,
5337,0001-20090721-63-834-1-2129,1,,,,,,,,,,,account,お茶代,2009-07-21,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,526,部門,050,九州,322,未払金,AccountsPayableOther,526,部門,000,共通部門,,,
5339,0001-20090722-132-842-1-2145,,,,,842-2145,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5340,0001-20090722-132-842-1-2145,0,,,,,,,,,,,account,電気代,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,93957,部門,040,大阪,131,普通預金,OrdinaryDeposit,93957,,,,,,
5341,0001-20090722-132-842-1-2145,1,,,,,,,,,,,account,電気代,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4697,部門,040,大阪,131,普通預金,OrdinaryDeposit,4697,,,,,,
5343,0001-20090722-132-842-1-2145,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
5344,0001-20090722-132-842-1-2145,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
5345,0001-20090722-132-842-1-2145,3,,,,,,,,,,,account,水道代,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,4736,部門,040,大阪,131,普通預金,OrdinaryDeposit,4736,,,,,,
5346,0001-20090722-132-842-1-2145,4,,,,,,,,,,,account,水道代,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,236,部門,040,大阪,131,普通預金,OrdinaryDeposit,236,,,,,,
5347,0001-20090722-165-843-1-2147,,,,,843-2147,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5348,0001-20090722-165-843-1-2147,0,,,,,,,,,,,account,洗剤他,2009-07-22,ISO4217:JPY,791,雑費,MiscellaneousExpense,2410,部門,050,九州,111,現金,CashHand,2410,部門,000,共通部門,,,
5349,0001-20090722-165-843-1-2147,1,,,,,,,,,,,account,洗剤他,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,120,部門,050,九州,111,現金,CashHand,120,部門,000,共通部門,,,
5351,0001-20090722-166-844-1-2149,,,,,844-2149,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5352,0001-20090722-166-844-1-2149,0,,,,,,,,,,,account,ダスキン代,2009-07-22,ISO4217:JPY,791,雑費,MiscellaneousExpense,1800,部門,050,九州,111,現金,CashHand,1800,部門,000,共通部門,,,
5353,0001-20090722-166-844-1-2149,1,,,,,,,,,,,account,ダスキン代,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,90,部門,050,九州,111,現金,CashHand,90,部門,000,共通部門,,,
5355,0001-20090722-169-845-1-2151,,,,,845-2151,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5356,0001-20090722-169-845-1-2151,0,,,,,,,,,,,account,電気料,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,106261,部門,050,九州,131,普通預金,OrdinaryDeposit,106261,,,,,,
5357,0001-20090722-169-845-1-2151,1,,,,,,,,,,,account,電気料,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,5313,部門,050,九州,131,普通預金,OrdinaryDeposit,5313,,,,,,
5359,0001-20090722-169-845-1-2151,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
5360,0001-20090722-169-845-1-2151,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
5361,0001-20090722-169-845-1-2151,3,,,,,,,,,,,account,水道料,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,6656,部門,050,九州,131,普通預金,OrdinaryDeposit,6656,,,,,,
5362,0001-20090722-169-845-1-2151,4,,,,,,,,,,,account,水道料,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,332,部門,050,九州,131,普通預金,OrdinaryDeposit,332,,,,,,
5363,0001-20090722-26-836-1-2133,,,,,836-2133,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5364,0001-20090722-26-836-1-2133,0,,,,,,,,,,,account,旅費,2009-07-22,ISO4217:JPY,726,旅費交通費,TravelingExpense,18143,部門,010,札幌,111,現金,CashHand,18143,部門,000,共通部門,,,
5365,0001-20090722-26-836-1-2133,1,,,,,,,,,,,account,旅費,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,907,部門,010,札幌,111,現金,CashHand,907,部門,000,共通部門,,,
5367,0001-20090722-34-837-1-2135,,,,,837-2135,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5368,0001-20090722-34-837-1-2135,0,,,,,,,,,,,account,電気代,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,96715,部門,010,札幌,131,普通預金,OrdinaryDeposit,96715,,,,,,
5369,0001-20090722-34-837-1-2135,1,,,,,,,,,,,account,電気代,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4835,部門,010,札幌,131,普通預金,OrdinaryDeposit,4835,,,,,,
5371,0001-20090722-34-837-1-2135,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
5372,0001-20090722-34-837-1-2135,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
5373,0001-20090722-34-837-1-2135,3,,,,,,,,,,,account,水道代,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,5258,部門,010,札幌,131,普通預金,OrdinaryDeposit,5258,,,,,,
5374,0001-20090722-34-837-1-2135,4,,,,,,,,,,,account,水道代,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,262,部門,010,札幌,131,普通預金,OrdinaryDeposit,262,,,,,,
5375,0001-20090722-64-838-1-2137,,,,,838-2137,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5376,0001-20090722-64-838-1-2137,0,,,,,,,,,,,account,電気料,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,170932,部門,020,東京,131,普通預金,OrdinaryDeposit,170932,,,,,,
5377,0001-20090722-64-838-1-2137,1,,,,,,,,,,,account,電気料,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,8546,部門,020,東京,131,普通預金,OrdinaryDeposit,8546,,,,,,
5379,0001-20090722-64-838-1-2137,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
5380,0001-20090722-64-838-1-2137,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
5381,0001-20090722-64-838-1-2137,3,,,,,,,,,,,account,水道料,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,7660,部門,020,東京,131,普通預金,OrdinaryDeposit,7660,,,,,,
5382,0001-20090722-64-838-1-2137,4,,,,,,,,,,,account,水道料,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,382,部門,020,東京,131,普通預金,OrdinaryDeposit,382,,,,,,
5383,0001-20090722-89-839-1-2139,,,,,839-2139,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5384,0001-20090722-89-839-1-2139,0,,,,,,,,,,,account,電気料,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,78783,部門,030,名古屋,131,普通預金,OrdinaryDeposit,78783,,,,,,
5385,0001-20090722-89-839-1-2139,1,,,,,,,,,,,account,電気料,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3939,部門,030,名古屋,131,普通預金,OrdinaryDeposit,3939,,,,,,
5387,0001-20090722-89-839-1-2139,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
5388,0001-20090722-89-839-1-2139,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
5389,0001-20090722-89-839-1-2139,3,,,,,,,,,,,account,水道料,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,3400,部門,030,名古屋,131,普通預金,OrdinaryDeposit,3400,,,,,,
5390,0001-20090722-89-839-1-2139,4,,,,,,,,,,,account,水道料,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,169,部門,030,名古屋,131,普通預金,OrdinaryDeposit,169,,,,,,
5391,0001-20090722-89-839-1-2139,5,,,,,,,,,,,account,ガス代,2009-07-22,ISO4217:JPY,736,水道光熱費,UtilitiesExpense,3062,部門,030,名古屋,131,普通預金,OrdinaryDeposit,3062,,,,,,
5392,0001-20090722-89-839-1-2139,6,,,,,,,,,,,account,ガス代,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,153,部門,030,名古屋,131,普通預金,OrdinaryDeposit,153,,,,,,
5393,0001-20090722-90-840-1-2141,,,,,840-2141,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
5394,0001-20090722-90-840-1-2141,0,,,,,,,,,,,account,ダスキン代,2009-07-22,ISO4217:JPY,791,雑費,MiscellaneousExpense,10000,部門,030,名古屋,111,現金,CashHand,10000,部門,000,共通部門,,,
5395,0001-20090722-90-840-1-2141,1,,,,,,,,,,,account,ダスキン代,2009-07-22,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,500,部門,030,名古屋,111,現金,CashHand,500,部門,000,共通部門,,,
5397,0001-20090722-95-841-1-2143,,,,,841-2143,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
