GL02,GL02-GL55,GL55-GL60,GL55-GL61,GL02-01,GL64-01,GL64-02,GL64-03,GL64-04,GL57-01,GL57-02,GL55-03,GL55-04,GL55-05,GL63-01,GL63-02,GL63-03,GL56-01,GL56-02,GL69-02,GL60-01,GL60-02,GL60-03,GL61-01,GL61-02,GL61-03
0001-20090425-253-166-1-793,9,,,,,,,,,,account,4月給与その他 0020 営業部,credit,326,預り金,DepositsReceivedOther,236635,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-253-166-1-793,9,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-253-166-1-793,9,1,,,,,,,,,,,,,,,,,,補助科目,001,保険料,,,
0001-20090425-273-167-1-795,,,,167-795,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-273-167-1-795,0,,,,,,,,,,account,09年4月25日伝票No201今井百貨店,debit,150,受取手形,NotesReceivableGross,20392404,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090425-273-167-1-795,1,,,,,,,,,,account,09年4月25日伝票No201今井百貨店,credit,152,売掛金,AccountsReceivableTradeGross,20392404,ISO4217:JPY,2009-04-25,部門,000,共通部門,customer,002,今井百貨店
0001-20090425-274-168-1-797,,,,168-797,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-274-168-1-797,0,,,,,,,,,,account,09年4月25日伝票No202株式会社　総合経営,debit,131,普通預金,OrdinaryDeposit,2186153,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-274-168-1-797,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-274-168-1-797,0,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090425-274-168-1-797,1,,,,,,,,,,account,09年4月25日伝票No202株式会社　総合経営,credit,152,売掛金,AccountsReceivableTradeGross,2186153,ISO4217:JPY,2009-04-25,部門,000,共通部門,customer,007,㈱総合経営
0001-20090425-274-168-1-797,2,,,,,,,,,,account,09年4月25日伝票No202株式会社　総合経営,debit,741,支払手数料,CommissionExpense,700,ISO4217:JPY,2009-04-25,部門,030,名古屋,,,
0001-20090425-274-168-1-797,3,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,35,ISO4217:JPY,2009-04-25,部門,030,名古屋,,,
0001-20090425-274-168-1-797,4,,,,,,,,,,account,09年4月25日伝票No202株式会社　総合経営,credit,152,売掛金,AccountsReceivableTradeGross,735,ISO4217:JPY,2009-04-25,部門,000,共通部門,customer,007,㈱総合経営
0001-20090425-275-169-1-799,,,,169-799,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-275-169-1-799,0,,,,,,,,,,account,09年4月25日伝票No203株式会社　小林マーケット,debit,131,普通預金,OrdinaryDeposit,6636909,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-275-169-1-799,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-275-169-1-799,0,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090425-275-169-1-799,1,,,,,,,,,,account,09年4月25日伝票No203株式会社　小林マーケット,credit,152,売掛金,AccountsReceivableTradeGross,6636909,ISO4217:JPY,2009-04-25,部門,000,共通部門,customer,025,㈱小林ﾏｰｹｯﾄ
0001-20090425-275-169-1-799,2,,,,,,,,,,account,09年4月25日伝票No203株式会社　小林マーケット,debit,741,支払手数料,CommissionExpense,800,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-275-169-1-799,3,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-275-169-1-799,4,,,,,,,,,,account,09年4月25日伝票No203株式会社　小林マーケット,credit,152,売掛金,AccountsReceivableTradeGross,840,ISO4217:JPY,2009-04-25,部門,000,共通部門,customer,025,㈱小林ﾏｰｹｯﾄ
0001-20090425-29-152-1-765,,,,152-765,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-29-152-1-765,0,,,,,,,,,,account,携帯電話代,debit,727,通信費,CommunicationCost,61642,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-29-152-1-765,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3082,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-29-152-1-765,2,,,,,,,,,,account,携帯電話代,credit,131,普通預金,OrdinaryDeposit,64724,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-29-152-1-765,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-29-152-1-765,2,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090425-35-153-1-767,,,,153-767,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-35-153-1-767,0,,,,,,,,,,account,新聞代,debit,739,新聞図書費,PapersSubscriptionLibraryCost,3739,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-35-153-1-767,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,186,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-35-153-1-767,2,,,,,,,,,,account,新聞代,credit,111,現金,CashHand,3925,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090425-87-154-1-769,,,,154-769,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-87-154-1-769,0,,,,,,,,,,account,携帯代,debit,727,通信費,CommunicationCost,36387,ISO4217:JPY,2009-04-25,部門,030,名古屋,,,
0001-20090425-87-154-1-769,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1819,ISO4217:JPY,2009-04-25,部門,030,名古屋,,,
0001-20090425-87-154-1-769,2,,,,,,,,,,account,携帯代,credit,131,普通預金,OrdinaryDeposit,38206,ISO4217:JPY,2009-04-25,,,,,,
0001-20090425-87-154-1-769,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090425-87-154-1-769,2,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090425-92-155-1-771,,,,155-771,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090425-92-155-1-771,0,,,,,,,,,,account,コピー機修繕,debit,753,修繕維持費,RepairsExpense,17143,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-92-155-1-771,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,857,ISO4217:JPY,2009-04-25,部門,010,札幌,,,
0001-20090425-92-155-1-771,2,,,,,,,,,,account,コピー機修繕,credit,322,未払金,AccountsPayableOther,18000,ISO4217:JPY,2009-04-25,部門,000,共通部門,,,
0001-20090426-109-173-1-807,,,,173-807,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090426-109-173-1-807,0,,,,,,,,,,account,ガソリン代,debit,740,車両費,VehiclesExpense,6770,ISO4217:JPY,2009-04-26,部門,040,大阪,,,
0001-20090426-109-173-1-807,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,338,ISO4217:JPY,2009-04-26,部門,040,大阪,,,
0001-20090426-109-173-1-807,2,,,,,,,,,,account,ガソリン代,credit,322,未払金,AccountsPayableOther,7108,ISO4217:JPY,2009-04-26,部門,000,共通部門,,,
0001-20090426-120-174-1-809,,,,174-809,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090426-120-174-1-809,0,,,,,,,,,,account,業務委託費,debit,728,業務委託費,SalesPromotionExpense,500000,ISO4217:JPY,2009-04-26,部門,040,大阪,,,
0001-20090426-120-174-1-809,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,25000,ISO4217:JPY,2009-04-26,部門,040,大阪,,,
0001-20090426-120-174-1-809,2,,,,,,,,,,account,業務委託費,credit,322,未払金,AccountsPayableOther,525000,ISO4217:JPY,2009-04-26,部門,000,共通部門,,,
0001-20090426-148-175-1-811,,,,175-811,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090426-148-175-1-811,0,,,,,,,,,,account,ガソリン代,debit,740,車両費,VehiclesExpense,5500,ISO4217:JPY,2009-04-26,部門,050,九州,,,
0001-20090426-148-175-1-811,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,275,ISO4217:JPY,2009-04-26,部門,050,九州,,,
0001-20090426-148-175-1-811,2,,,,,,,,,,account,ガソリン代,credit,111,現金,CashHand,6975,ISO4217:JPY,2009-04-26,部門,000,共通部門,,,
0001-20090426-148-175-1-811,3,,,,,,,,,,account,高速代,debit,740,車両費,VehiclesExpense,1143,ISO4217:JPY,2009-04-26,部門,050,九州,,,
0001-20090426-148-175-1-811,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,57,ISO4217:JPY,2009-04-26,部門,050,九州,,,
0001-20090426-304-176-1-813,,,,176-813,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090426-304-176-1-813,0,,,,,,,,,,account,資金移動,debit,131,普通預金,OrdinaryDeposit,21500000,ISO4217:JPY,2009-04-26,,,,,,
0001-20090426-304-176-1-813,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090426-304-176-1-813,0,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090426-304-176-1-813,1,,,,,,,,,,account,資金移動,credit,131,普通預金,OrdinaryDeposit,6000000,ISO4217:JPY,2009-04-26,,,,,,
0001-20090426-304-176-1-813,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090426-304-176-1-813,1,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090426-304-176-1-813,2,,,,,,,,,,account,資金移動,credit,131,普通預金,OrdinaryDeposit,6500000,ISO4217:JPY,2009-04-26,,,,,,
0001-20090426-304-176-1-813,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090426-304-176-1-813,2,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20090426-304-176-1-813,3,,,,,,,,,,account,資金移動,credit,131,普通預金,OrdinaryDeposit,5500000,ISO4217:JPY,2009-04-26,,,,,,
0001-20090426-304-176-1-813,3,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090426-304-176-1-813,3,1,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
0001-20090426-304-176-1-813,4,,,,,,,,,,account,資金移動,credit,131,普通預金,OrdinaryDeposit,3500000,ISO4217:JPY,2009-04-26,,,,,,
0001-20090426-304-176-1-813,4,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090426-304-176-1-813,4,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20090426-62-170-1-801,,,,170-801,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090426-62-170-1-801,0,,,,,,,,,,account,携帯代,debit,727,通信費,CommunicationCost,51768,ISO4217:JPY,2009-04-26,部門,020,東京,,,
0001-20090426-62-170-1-801,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2588,ISO4217:JPY,2009-04-26,部門,020,東京,,,
0001-20090426-62-170-1-801,2,,,,,,,,,,account,携帯代,credit,131,普通預金,OrdinaryDeposit,54356,ISO4217:JPY,2009-04-26,,,,,,
0001-20090426-62-170-1-801,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090426-62-170-1-801,2,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090426-78-171-1-803,,,,171-803,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090426-78-171-1-803,0,,,,,,,,,,account,業務委託費支払い,debit,728,業務委託費,SalesPromotionExpense,180000,ISO4217:JPY,2009-04-26,部門,030,名古屋,,,
0001-20090426-78-171-1-803,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,9000,ISO4217:JPY,2009-04-26,部門,030,名古屋,,,
0001-20090426-78-171-1-803,2,,,,,,,,,,account,業務委託費支払い,credit,322,未払金,AccountsPayableOther,189000,ISO4217:JPY,2009-04-26,部門,000,共通部門,,,
0001-20090426-88-172-1-805,,,,172-805,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090426-88-172-1-805,0,,,,,,,,,,account,新聞代,debit,739,新聞図書費,PapersSubscriptionLibraryCost,3399,ISO4217:JPY,2009-04-26,部門,030,名古屋,,,
0001-20090426-88-172-1-805,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,169,ISO4217:JPY,2009-04-26,部門,030,名古屋,,,
0001-20090426-88-172-1-805,2,,,,,,,,,,account,新聞代,credit,111,現金,CashHand,3568,ISO4217:JPY,2009-04-26,部門,000,共通部門,,,
0001-20090427-1-177-1-815,,,,177-815,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090427-1-177-1-815,0,,,,,,,,,,account,運賃　佐川急便,debit,731,運賃,Freightout,85543,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-1-177-1-815,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4277,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-1-177-1-815,2,,,,,,,,,,account,運賃　佐川急便,credit,322,未払金,AccountsPayableOther,89820,ISO4217:JPY,2009-04-27,部門,000,共通部門,,,
0001-20090427-13-179-1-819,,,,179-819,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090427-13-179-1-819,0,,,,,,,,,,account,ガソリン代,debit,740,車両費,VehiclesExpense,11990,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-13-179-1-819,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,599,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-13-179-1-819,2,,,,,,,,,,account,ガソリン代,credit,322,未払金,AccountsPayableOther,12589,ISO4217:JPY,2009-04-27,部門,000,共通部門,,,
0001-20090427-14-180-1-821,,,,180-821,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090427-14-180-1-821,0,,,,,,,,,,account,ガソリン代,debit,740,車両費,VehiclesExpense,2858,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-14-180-1-821,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,142,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-14-180-1-821,2,,,,,,,,,,account,ガソリン代,credit,111,現金,CashHand,3000,ISO4217:JPY,2009-04-27,部門,000,共通部門,,,
0001-20090427-15-181-1-823,,,,181-823,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090427-15-181-1-823,0,,,,,,,,,,account,車両管理費,debit,740,車両費,VehiclesExpense,23810,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-15-181-1-823,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1190,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-15-181-1-823,2,,,,,,,,,,account,車両管理費,credit,111,現金,CashHand,25000,ISO4217:JPY,2009-04-27,部門,000,共通部門,,,
0001-20090427-30-182-1-825,,,,182-825,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090427-30-182-1-825,0,,,,,,,,,,account,保険料支払,debit,752,保険料,InsuranceExpense,54320,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-30-182-1-825,1,,,,,,,,,,account,保険料支払,credit,131,普通預金,OrdinaryDeposit,54320,ISO4217:JPY,2009-04-27,,,,,,
0001-20090427-30-182-1-825,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090427-30-182-1-825,1,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090427-37-183-1-827,,,,183-827,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090427-37-183-1-827,0,,,,,,,,,,account,業務委託費,debit,728,業務委託費,SalesPromotionExpense,1203810,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-37-183-1-827,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,60190,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-37-183-1-827,2,,,,,,,,,,account,業務委託費,credit,322,未払金,AccountsPayableOther,1264000,ISO4217:JPY,2009-04-27,部門,000,共通部門,,,
0001-20090427-39-184-1-829,,,,184-829,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090427-39-184-1-829,0,,,,,,,,,,account,会費,debit,724,福利厚生費,WelfareExpense,8572,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-39-184-1-829,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,428,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-39-184-1-829,2,,,,,,,,,,account,会費,credit,111,現金,CashHand,9000,ISO4217:JPY,2009-04-27,部門,000,共通部門,,,
0001-20090427-72-185-1-831,,,,185-831,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090427-72-185-1-831,0,,,,,,,,,,account,新聞代,debit,739,新聞図書費,PapersSubscriptionLibraryCost,2864,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-72-185-1-831,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,143,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-72-185-1-831,2,,,,,,,,,,account,新聞代,credit,111,現金,CashHand,9530,ISO4217:JPY,2009-04-27,部門,000,共通部門,,,
0001-20090427-72-185-1-831,3,,,,,,,,,,account,新聞代,debit,739,新聞図書費,PapersSubscriptionLibraryCost,2815,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-72-185-1-831,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,140,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-72-185-1-831,5,,,,,,,,,,account,新聞代,debit,739,新聞図書費,PapersSubscriptionLibraryCost,3399,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-72-185-1-831,6,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,169,ISO4217:JPY,2009-04-27,部門,020,東京,,,
0001-20090427-9-178-1-817,,,,178-817,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090427-9-178-1-817,0,,,,,,,,,,account,香典代,debit,733,交際接待費,EntertainmentExpense,10000,ISO4217:JPY,2009-04-27,部門,010,札幌,,,
0001-20090427-9-178-1-817,1,,,,,,,,,,account,香典代,credit,111,現金,CashHand,10000,ISO4217:JPY,2009-04-27,部門,000,共通部門,,,
0001-20090428-27-186-1-833,,,,186-833,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090428-27-186-1-833,0,,,,,,,,,,account,旅費,debit,726,旅費交通費,TravelingExpense,26667,ISO4217:JPY,2009-04-28,部門,010,札幌,,,
0001-20090428-27-186-1-833,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1333,ISO4217:JPY,2009-04-28,部門,010,札幌,,,
0001-20090428-27-186-1-833,2,,,,,,,,,,account,旅費,credit,111,現金,CashHand,81500,ISO4217:JPY,2009-04-28,部門,000,共通部門,,,
0001-20090428-27-186-1-833,3,,,,,,,,,,account,旅費,debit,726,旅費交通費,TravelingExpense,29524,ISO4217:JPY,2009-04-28,部門,010,札幌,,,
0001-20090428-27-186-1-833,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1476,ISO4217:JPY,2009-04-28,部門,010,札幌,,,
0001-20090428-27-186-1-833,5,,,,,,,,,,account,旅費,debit,726,旅費交通費,TravelingExpense,21429,ISO4217:JPY,2009-04-28,部門,010,札幌,,,
0001-20090428-27-186-1-833,6,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1071,ISO4217:JPY,2009-04-28,部門,010,札幌,,,
0001-20090428-315-188-1-837,,,,188-837,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090428-315-188-1-837,0,,,,,,,,,,account,資金移動,debit,131,普通預金,OrdinaryDeposit,3000000,ISO4217:JPY,2009-04-28,,,,,,
0001-20090428-315-188-1-837,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090428-315-188-1-837,0,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090428-315-188-1-837,1,,,,,,,,,,account,資金移動,credit,121,当座預金,CheckingAccounts,3000000,ISO4217:JPY,2009-04-28,,,,,,
0001-20090428-315-188-1-837,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090428-315-188-1-837,1,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20090428-93-187-1-835,,,,187-835,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090428-93-187-1-835,0,,,,,,,,,,account,修繕費,debit,753,修繕維持費,RepairsExpense,17000,ISO4217:JPY,2009-04-28,部門,030,名古屋,,,
0001-20090428-93-187-1-835,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,850,ISO4217:JPY,2009-04-28,部門,030,名古屋,,,
0001-20090428-93-187-1-835,2,,,,,,,,,,account,修繕費,credit,322,未払金,AccountsPayableOther,17850,ISO4217:JPY,2009-04-28,部門,000,共通部門,,,
0001-20090430-100-205-1-871,,,,205-871,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090430-100-205-1-871,0,,,,,,,,,,account,会費,debit,724,福利厚生費,WelfareExpense,5715,ISO4217:JPY,2009-04-30,部門,040,大阪,,,
0001-20090430-100-205-1-871,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,285,ISO4217:JPY,2009-04-30,部門,040,大阪,,,
0001-20090430-100-205-1-871,2,,,,,,,,,,account,会費,credit,111,現金,CashHand,6000,ISO4217:JPY,2009-04-30,部門,000,共通部門,,,
0001-20090430-115-206-1-873,,,,206-873,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20090430-115-206-1-873,0,,,,,,,,,,account,保険料,debit,752,保険料,InsuranceExpense,64500,ISO4217:JPY,2009-04-30,部門,040,大阪,,,
