num,group,UN _CCL_ID,kind,den1,den2,den3,den4,den5,den6,den7,den8,den9,den10,den11,den12,den,name,name_ja,desc_ja,occurs,ver,identifier
496,ヘッダ部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,（明細文書調整）修正インボイス参照文書履歴番号,この明細文書調整で修正インボイスが参照する文書の変更履歴を管理する番号。,0..1,v4,
497,ヘッダ部,UN01009672,BBIE,,,,,,,,,,CI_ Referenced_ Document. Type. Code,,,CI_ Referenced_ Document. Type. Code,ram:TypeCode,（明細文書調整）修正インボイス参照文書タイプコード,この明細文書調整で修正インボイ文書が参照する文書のタイプを識別するコード,1..1,v4,UNCL1001
498,ヘッダ部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,CI_ Referenced_ Document. Subtype. Code,ram:SubtypeCode,（明細文書調整）修正インボイス参照文書サブタイプコード,この明細文書調整で修正インボイ文書が参照する文書のサブタイプを識別するコード,1..1,v4,JECxxxx
499,ヘッダ部,UN01014897,ASBIE,,,,,,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,,,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,ram:RelatedCITradeTax,明細文書調整／調整税グループ,明細文書の調整税クラスに関するグループ,0..n,v4, 
500,ヘッダ部,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,CI_ Trade_ Tax. Details,ram:CITradeTaxType,明細文書調整税クラス,明細文書調整の税クラス,－,v4, 
501,ヘッダ部,UN01005833,BBIE,,,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,CI_ Trade_ Tax. Calculated. Amount,ram:CalculatedAmount,明細文書調整税額,"明細文書の調整税額
＝明細文書課税分類税額ー明細文書調整参照文書課税分類税額",1..1,v4,"通貨コード
ISO4217"
502,ヘッダ部,UN01005836,BBIE,,,,,,,,,,CI_ Trade_ Tax. Calculated. Rate,,,CI_ Trade_ Tax. Calculated. Rate,ram:CalculatedRate,明細文書調整税率,明細文書調整の税率,1..1,v4,
503,ヘッダ部,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,CI_ Trade_ Tax. Category. Code,ram:CategoryCode,明細文書調整課税分類コード,明細文書調整の課税分類コード,1..1,v4,UNCL5305
504,ヘッダ部,UN01006004,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,ram:InvoiceReferencedCIReferencedDocument,明細文書決済／参照インボイス文書グループ,明細文書決済の参照インボイス文書に関するグループ,0..n,v4, 
505,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,明細文書参照インボイス文書クラス,明細文書が参照するインボイス文書クラス,－,v4, 
506,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,明細文書参照インボイス文書番号,この明細文書が参照するインボイス文書に記載の文書番号,0..1,v4, 
507,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,CI_ Referenced_ Document. Issue. Date Time,ram:IssueDateTime,明細文書参照インボイス文書発行日,この明細文書が参照するインボイス文書に記載の発行日付,0..1,v4,日時様式
508,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,明細文書参照インボイス文書履歴番号,この明細文書が参照するインボイス文書の変更履歴を管理する番号。,0..1,v4,
509,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,CI_ Referenced_ Document. Type. Code,ram:TypeCode,明細文書参照インボイス文書タイプ,この明細文書が参照するインボイス文書のタイプを識別するコード,0..1,v4,UNCL1001
510,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,CI_ Referenced_ Document. Subtype. Code,ram:SubtypeCode,明細文書参照インボイス文書サブタイプ,この明細文書が参照するインボイス文書のサブタイプを識別するコード,1..1,v4,JECxxxx
511,ヘッダ部,UN01006005,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,,,,,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,ram:AdditionalReferencedCIReferencedDocument,明細文書決済／付加文書グループ,明細文書決済の付加文書に関するグループ,0..n,v4, 
512,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,明細文書付加文書クラス,明細文書の付加文書クラス,－,v4, 
513,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,明細文書付加文書番号,この明細文書付加文書の文書番号,1..1,v4, 
514,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,CI_ Referenced_ Document. Issue. Date Time,ram:IssueDateTime,明細文書参照付加文書発行日,この明細文書付加文書に記載の発行日付,0..1,v4,日時様式
515,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,明細文書付加文書履歴番号,この明細文書付加文書の変更履歴を管理する番号。,0..1,v4,
516,ヘッダ部,UN01006415,BBIE,,,,,,,,CI_ Referenced_ Document. Information. Text,,,,,CI_ Referenced_ Document. Information. Text,ram:Information,明細文書付加文書説明,この明細文書付加文書の説明,0..1,v4,"言語コード
ISO639"
517,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,CI_ Referenced_ Document. Type. Code,ram:TypeCode,明細文書付加文書タイプ,この明細文書付加文書のタイプを識別するコード,1..1,v4,UNCL1001
518,ヘッダ部,UN01011455,BBIE,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,,,CI_ Referenced_ Document. Attachment. Binary Object,ram:AttachmentBinaryObject,明細文書付加文書添付ファイル,"この明細文書付加文書の添付バイナリファイルの有無を識別するコード
なしの場合はNULL（デファクト）
ありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。",0..1,v4,JECxxxx
519,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,CI_ Referenced_ Document. Subtype. Code,ram:SubtypeCode,明細文書付加文書サブタイプコード,この明細文書付加文書のサブタイプを識別するコード,1..1,v4,JECxxxx
520,明細部,UN01009669,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,,,,,,,,,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,ram:SubordinateCIILBSubordinateTradeLineItem,請求明細文書／明細行グループ,請求明細文書の明細行に関するグループ。,1..n,v4, 
521,明細部,UN01009647,ABIE,,,,,CIILB_ Subordinate_ Trade Line Item. Details,,,,,,,,CIILB_ Subordinate_ Trade Line Item. Details,ram:CIILBSubordinateTradeLineItemType,明細行クラス,明細行に関する情報からなるクラス, -,v4, 
522,明細部,UN01009648,BBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Identification. Identifier,,,,,,,CIILB_ Subordinate_ Trade Line Item. Identification. Identifier,ram:ID,明細行番号,この文書の明細行に関する情報を特定するために付与した行番号。明細行をユニークに識別するために付番する場合は文書番号との複合キーで明細行を特定する。,1..1,v4, 
523,明細部,UN01014637,BBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Category. Code,,,,,,,CIILB_ Subordinate_ Trade Line Item. Category. Code,ram:CategoryCode,明細行類型コード,"この明細行の取引類型（資産譲渡、返金・追加請求、調整等）を識別するコード。
デフォルトは「資産譲渡」",0..1,v4,JECxxxx
524,明細部,UN01009649,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Agreement,,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Agreement,ram:SpecifiedCIILBSupplyChainTradeAgreement,明細行／取引契約グループ,明細行の取引契約に関するグループ,1..1,v1, 
525,明細部,UN01009653,ABIE,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Details,,,,,,CIILB_ Supply Chain_ Trade Agreement. Details,ram:CIILBSupplyChainTradeAgreementType,取引契約クラス,取引契約に関する情報からなるクラス,－,v1, 
526,明細部,UN01009654,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,,,,,CIILB_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,ram:SellerOrderReferencedCIReferencedDocument,明細行契約／明細行参照受注書グループ,取引契約と明細行参照受注書に関するグループ,0..1,v1, 
527,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,明細行参照受注書クラス,明細行の参照受注書クラス,－,v1, 
528,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,（明細行参照）受注書番号,この明細行が参照する受注書に記載の文書番号,0..1,v1, 
529,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,CI_ Referenced_ Document. Line. Identifier,ram:LineID,（明細行参照）受注書明細行番号,この明細行が参照する受注書に記載の明細行番号,0..1,v1, 
530,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,（明細行参照）受注書履歴番号,この明細行が参照する受注書の変更履歴を管理する番号。,0..1,v4,
531,明細部,UN01009655,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,,,,,CIILB_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,ram:BuyerOrderReferencedCIReferencedDocument,明細行契約／明細行参照注文書グループ,取引契約と明細行参照注文書に関するグループ,0..1,v1, 
532,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,明細行参照注文書クラス,明細行の参照注文書クラス,－,v1, 
533,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,（明細行参照）注文書番号,この明細行が参照する注文書に記載の文書番号,0..1,v1, 
534,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,CI_ Referenced_ Document. Line. Identifier,ram:LineID,（明細行参照）注文書明細行番号,この明細行が参照する注文書に記載の明細行番号,0..1,v1, 
535,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,（明細行参照）注文書履歴番号,この明細行が参照する注文書の変更履歴を管理する番号。,0..1,v4,
536,明細部,UN01009656,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,,,,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,ram:AdditionalReferencedCIReferencedDocument,明細行契約／明細行参照文書グループ,取引契約と明細行参照文書に関するグループ,0..n,v4, 
537,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,明細行参照文書クラス,明細行の参照文書クラス,－,v4, 
538,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,（明細行参照）文書番号,"この明細行が参照する文書に記載の文書番号。
補完納品書の場合は必須",1..1,v4, 
539,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,CI_ Referenced_ Document. Line. Identifier,ram:LineID,（明細行参照）文書明細行番号,この明細行が参照する文書に記載の文書明細行番号。デフォルトは納品書,0..1,v4, 
540,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,（明細行参照）文書履歴番号,この明細行が参照する文書の変更履歴を管理する番号。,0..1,v4,
541,明細部,UN01009672,BBIE,,,,,,,,,,CI_ Referenced_ Document. Type. Code,,,CI_ Referenced_ Document. Type. Code,ram:TypeCode,（明細行参照）文書タイプコード,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,1..1,v4,UNCL1001
542,明細部,UN01011455,BBIE,,,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,CI_ Referenced_ Document. Attachment. Binary Object,ram:AttachmentBinaryObject,（明細行参照）文書添付ファイル,"この明細行が参照する文書の添付バイナリファイルの有無を識別するコード
なしの場合はNULL（デファクト）
ありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。",0..1,v4,JECxxxx
543,明細部,UN01013318,BBIE,,,,,,,,,,CI_ Referenced_ Document. Category. Code,,,CI_ Referenced_ Document. Category. Code,ram:CategoryCode,（明細行参照）文書類型コード,"この明細行が参照する文書の類型（適格請求書対応、適格請求書補完対応、適格請求書非適合）を識別するコード
デフォルトは「適格請求書非適合」",1..1,v4,JECxxxx
544,明細部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,CI_ Referenced_ Document. Subtype. Code,ram:SubtypeCode,（明細行参照）文書サブタイプコード,この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書,1..1,v4,JECxxxx
545,明細部,UN01009658,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,,,,,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,ram:NetPriceProductCITradePrice,明細行契約／契約単価グループ,明細行の契約単価に関するグループ。,1..1,v4, 
546,明細部,UN01005790,ABIE,,,,,,,,,CI_ Trade_ Price. Details,,,,CI_ Trade_ Price. Details,ram:CITradePriceType,契約単価クラス,明細行の契約単価に関する情報からなるクラス。,－,v4, 
547,明細部,UN01005791,BBIE,,,,,,,,,,CI_ Trade_ Price. Type. Code,,,CI_ Trade_ Price. Type. Code,ram:TypeCode,単価コード,単価の区分（確定、仮単価等）を識別するコード,0..1,v4,UNCL5375
548,明細部,UN01005792,BBIE,,,,,,,,,,CI_ Trade_ Price. Charge. Amount,,,CI_ Trade_ Price. Charge. Amount,ram:ChargeAmount,契約単価,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。",1..1,v4,"通貨コード
ISO4217"
549,明細部,UN01005793,BBIE,,,,,,,,,,CI_ Trade_ Price. Basis. Quantity,,,CI_ Trade_ Price. Basis. Quantity,ram:BasisQuantity,単価基準数量,"不定貫品目（個数でカウントできない品目）の場合：
　単価基準数量＝単価の基準となる重量・容量
定貫品目（個数でカウントできる品目）の場合：
　単価基準数量＝１（デフォルト）",0..1,v4, 
550,明細部,UN01009650,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,ram:SpecifiedCIILBSupplyChainTradeDelivery,明細行／配送グループ,明細行の配送に関するグループ,1..1,v4, 
551,明細部,UN01009659,ABIE,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Details,,,,,,CIILB_ Supply Chain_ Trade Delivery. Details,ram:CIILBSupplyChainTradeDeliveryType,明細行納入クラス,明細行の納入に関する情報からなるクラス,-,v4, 
552,明細部,UN01009660,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Package. Quantity,,,,,CIILB_ Supply Chain_ Trade Delivery. Package. Quantity,ram:PackageQuantity,セット数量,"この明細行品目がセットで請求された場合のセット数量
流通業の固有仕様",0..1,v４,"単位コード
UNECERec20"
553,明細部,UN01009661,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,,,,,CIILB_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,ram:ProductUnitQuantity,バラ数量,"この明細行品目が単体（バラ）で請求された場合の数量
流通業の固有仕様",0..1,v４,"単位コード
UNECERec20"
554,明細部,UN01009662,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,,,,,CIILB_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,ram:PerPackageUnitQuantity,セット単位数量(入り数）,"●定貫品目の数量単位指定が「セット」の場合：1セット当たりのバラ数量。
●定貫品目の数量単位指定が「個」の場合：利用しない
●不定貫品目の数量単位指定の場合：
　利用しない。
●ハイブリッド品目の場合：指定した定貫品目数量単位の1単位当たりの重量等",0..1,v4,"単位コード
UNECERec20"
555,明細部,UN01014639,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,,,,,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,ram:BilledQuantity,請求数量,"この明細行品目のバラ請求数量、またはセット請求数量。
バラ、セットの区分は数量単位コードで指定する
流通業取引では利用せず、「セット数量」「バラ数量」情報項目を利用する",1..1,v1,"単位コード
UNECERec20"
556,明細部,UN01009651,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,ram:SpecifiedCIILBSupplyChainTradeSettlement,明細行／決裁グループ,明細行の決済に関するグループ,1..1,v4, 
557,明細部,UN01009664,ABIE,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Details,,,,,,CIILB_ Supply Chain_ Trade Settlement. Details,ram:CIILBSupplyChainTradeSettlementType,明細行決裁クラス,明細行の決済入に関する情報からなるクラス,-,v４, 
558,明細部,UN01014641,BBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,,,,,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,ram:DirectionCode,明細行取引方向コード,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「返金・追加請求」「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",1..1,v4,JECxxxx
559,明細部,UN01009665,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,ram:ApplicableCITradeTax,明細行決済／明細行税グループ,明細行決済の税に関するグループ,1..1,v4, 
560,明細部,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,CI_ Trade_ Tax. Details,ram:CITradeTaxType,明細行税クラス,明細行の税に関する情報に関するクラス,-,v4, 
561,明細部,UN01005834,BBIE,,,,,,,,,,CI_ Trade_ Tax. Type. Code,,,CI_ Trade_ Tax. Type. Code,ram:TypeCode,明細行税タイプコード,税の種類(消費税、所得税など）を識別するコード。デフォルトは消費税,0..1,v4,UNCL1001
562,明細部,UN01005839,BBIE,,,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,CI_ Trade_ Tax. Basis. Amount,ram:BasisAmount,明細行課税分類譲渡資産金額（税抜き）,"この明細行の課税分類（明細行課税分類コード／税率）毎の税抜き譲渡資産金額（契約単価×請求数量）
契約単価×数量で指定できない場合は金額",1..1,v4,"通貨コード
ISO4217"
563,明細部,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,CI_ Trade_ Tax. Category. Code,ram:CategoryCode,明細行課税分類コード,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,1..1,v4,UNCL5305
564,明細部,UN01005850,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category Name. Text,,,CI_ Trade_ Tax. Category Name. Text,ram:CategoryName,明細行課税分類名,消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,0..1,v4,"言語コード
ISO639"
565,明細部,UN01007174,BBIE,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,ram:RateApplicablePercent,明細行税率,この明細行の課税分類区分を識別するため、明細行課税分類コードと組み合わせて利用する。,1..1,v4, 
566,明細部,UN01013040,BBIE,,,,,,,,,,CI_ Trade_ Tax. Grand Total. Amount,,,CI_ Trade_ Tax. Grand Total. Amount,ram:GrandTotalAmount,明細行課税分類譲渡資産金額(税込み),この明細行の課税分類毎の税額を含む譲渡資産金額,0..1,v4,"通貨コード
ISO4217"
567,明細部,UN01014650,BBIE,,,,,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,CI_ Trade_ Tax. Local Tax System. Identifier,ram:LocalTaxSystemID,明細行適用税制識別子,"この明細行取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",0..1,v4,JECxxxx
568,明細部,UN01014642,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,,,,,CIILB_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,ram:InvoiceReferencedCIReferencedDocument,明細行決済／参照インボイス文書グループ,明細行が参照するインボイス文書（業界EDI電子インボイス等）に関するグループ,0..n,v4, 
569,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,CI_ Referenced_ Document. Details,ram:CIReferencedDocumentType,明細行インボイス参照文書クラス,明細行が参照するインボイス文書クラス,－,v4, 
570,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,ram:IssuerAssignedID,（明細行参照）インボイス文書番号,この明細行が参照するインボイス文書の番号,1..1,v4, 
571,明細部,UN01005582,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,CI_ Referenced_ Document. Issue. Date Time,ram:IssueDateTime,（明細行参照）インボイス文書発行日,この明細行が参照するインボイス文書の発行日,0..1,v4,日時様式
572,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,CI_ Referenced_ Document. Line. Identifier,ram:LineID,（明細行参照）インボイス明細文書番号,この明細行が参照するインボイス文書の明細文書番号,1..1,v4, 
573,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,ram:RevisionID,（明細行参照）インボイス文書履歴番号,この明細行が参照するインボイス文書の変更履歴を管理する番号。,0..1,v4,
574,明細部,UN01006415,BBIE,,,,,,,,,,CI_ Referenced_ Document. Information. Text,,,CI_ Referenced_ Document. Information. Text,ram:Information,（明細行参照）インボイス文書情報,この明細行が参照するインボイス文書に記載の情報,0..1,v4,"言語コード
ISO639"
575,明細部,UN01012923,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subordinate Line. Identifier,,,CI_ Referenced_ Document. Subordinate Line. Identifier,ram:SubordinateLineID,（明細行参照）インボイス明細行番号,この明細行が参照するインボイスの明細行番号,1..1,v4, 
576,明細部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,CI_ Referenced_ Document. Subtype. Code,ram:SubtypeCode,（明細行参照）文書サブタイプコード,この明細行が参照する文書のサブタイプコード,0..1,v4,UNCL1001
577,明細部,UN01014644,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,ram:SpecifiedCITradeAllowanceCharge,明細行決裁／返金グループ,"明細行の返金に関するグループ
（金額にマイナスを許容する場合は使用しない）",0..n,v4, 
578,明細部,UN01005706,ABIE,,,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,CI_ Trade_ Allowance Charge. Details,ram:CITradeAllowanceChargeType,明細行返金クラス,"明細行返金のクラス
（金額にマイナスを許容する場合は使用しない）",－,v4, 
579,明細部,UN01005707,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,CI_ Trade_ Allowance Charge. Charge. Indicator,ram:ChargeIndicator,明細行返金・追加請求識別コード,"この明細行が返金か、追加請求（チャージ）かを識別するコード。
属性：Fault=Allowance",1..1,v4,JECxxxx
580,明細部,UN01005710,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,CI_ Trade_ Allowance Charge. Calculation. Percent,ram:CalculationPercent,明細行返金計算率,この明細行返金を計算するための率,0..1,v4,
581,明細部,UN01005713,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,CI_ Trade_ Allowance Charge. Actual. Amount,ram:ActualAmount,明細行返金金額,"この明細行の返金金額。
契約単価×返金数量、または金額。
契約単価×返金数量で指定できない場合には金額",0..1,v4,"通貨コード
ISO4217"
582,明細部,UN01005714,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,CI_ Trade_ Allowance Charge. Reason. Code,ram:ReasonCode,明細行返金理由コード,この明細行の返金理由を識別するコード,0..1,v4,UNCL5189
583,明細部,UN01005715,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,CI_ Trade_ Allowance Charge. Reason. Text,ram:Reason,明細行返金理由,この明細行の返金理由（内容）の説明,0..1,v4,"言語コード
ISO639"
584,明細部,UN01008286,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,CI_ Trade_ Allowance Charge. Basis. Amount,ram:BasisAmount,明細行返金計算金額,この明細行返金の計算根拠となる金額,0..1,v4,"通貨コード
ISO4217"
585,明細部,UN01014644,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,ram:SpecifiedCITradeAllowanceCharge,明細行決裁／追加請求グループ,"明細行の追加請求に関するグループ
（金額にマイナスを許容する場合は使用しない）",0..n,v4, 
586,明細部,UN01005706,ABIE,,,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,CI_ Trade_ Allowance Charge. Details,ram:CITradeAllowanceChargeType,明細行追加請求クラス,"明細行追加請求のクラス
（金額にマイナスを許容する場合は使用しない）",－,v4, 
